Call_Number,SiteCode,Latitude,Longitude,Date,Year,Cape,Zone,Transect,Quadrat,Exposure (if noted),RelativeRugosity,SubstrateType,TotalAdultUrchins,PittedUrchins,CreviceUrchins,OpenUrchins,JuvenileUrchins,PittedJuveniles,RecruitUrchins,RedUrchins,EmptyPits,PitsPresent,UrchinSize1,UrchinSize2,UrchinSize3,UrchinSize4,UrchinSize5,Attached red drift ,Attached brown drift ,Attached green drift ,Attached phyllospadix drift,Attached other drift,TotalAttachedDrift,UrchinCover,AlgaeHoldfasts,UnderstoryAlgae,EmphermalGreens ,PhyllospadixRhizomes,CorallineCrusts,RedBrownCrusts,SessileInverts,SandCobble,BareRock,AvailableBareRock,TotalPrimaryCover,Egregia,Hedophyllum,Mastocarpus,Laminaria,Alaria,Mazzaella,Costaria,Phyllospadix,Nereocystis,Pyropia,Lessoniopsis,Fucus,Stephanocystis,Desmerestia ,Red Blade 2,Erhythophyllum (red blade 1),Chondracanthus (turkish towel),Prionitis,Constaninea,Unknown or Other,Diatom,Total Canopy
RP_2025_AZ_1_4,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,4,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,17,68,9,0,0,0,0,6,0,0,100,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
RP_2025_AZ_1_5,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,1,5,,,FB,0,0,0,0,0,NA,0,0,1,1,,,,,,,,,,,,0,15,35,2,0,0,0,0,46,2,2,100,0,3,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_AZ_2_1,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,1,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,10,79,0,11,0,0,0,0,0,0,100,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
RP_2025_AZ_2_2,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,2,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,21,5,4,0,5,10,1,0,54,54,100,0,13,5,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,45
RP_2025_AZ_2_3,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,3,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,0,0,0,95,0,0,0,5,0,0,100,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95
RP_2025_AZ_2_4,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,4,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,,60,0,0,0,0,0,3,0,37,37,100,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,65
RP_2025_AZ_2_5,RP,42.71666,-124.467,6/24/25,2025,CB,AZ,2,5,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,11,82,0,0,4,0,0,3,0,0,100,0,23,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
RP_2025_NPZ_1_1,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,1,,,VD,45,1,10,35,14,NA,0,0,0,1,,,,,,,,,,,,40,2,10,0.1,0,22,5,1,20,40,0,100,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
RP_2025_NPZ_1_2,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,2,,,VD,71,0,25,46,17,NA,9,0,0,0,,,,,,,,,,,,65,0,0,0,0,12,9,5,23,51,-14,100,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
RP_2025_NPZ_1_3,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,3,,,VD,6,0,2,4,3,NA,0,0,0,0,,,,,,,,,,,,6,8,38,1,8,18,6,4,6,11,5,100,0,9,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
RP_2025_NPZ_1_4,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,4,,,CD,49,0,5,44,3,NA,0,0,0,0,,,,,,,,,,,,71,0,0,0,0,13,5,5,18,59,-12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_NPZ_1_5,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,1,5,,,VD,45,0,7,38,6,NA,0,0,0,0,,,,,,,,,,,,37,0,15,1,0,15,9,7,15,38,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_NPZ_2_1,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,1,,,VD,33,0,8,25,10,NA,NA,0,0,0,,,,,,,,,,,,42,0,0,0,0,43,0,4,15,38,-4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_NPZ_2_2,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,2,,,VD,23,1,20,2,6,NA,NA,0,0,1,,,,,,,,,,,,17,0,0,0,0,53,9,2,2,34,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_NPZ_2_3,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,3,,,VD,28,1,2,25,16,NA,NA,0,0,1,,,,,,,,,,,,37,0,0,0,0,45,0,2,11,42,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_NPZ_2_4,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,4,,,VD,54,10,2,32,15,2,NA,0,0,0,,,,,,,,,,,,69,0,0,0,0,12,0,2,29,57,-12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP_2025_NPZ_2_5,RP,42.71666,-124.467,6/24/25,2025,CB,NPZ,2,5,,,VD,27,5,4,18,17,4,NA,0,0,0,,,,,,,,,,,,40,5,0,0,0,21,2,2,19,51,11,100,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
RP_2025_UPZ_1_1,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,1,,,VB,17,5,16,1,16,NA,5,0,1,6,,,,,,,,,,,,22,2,24,0,0,28,11,9,0,26,4,100,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
RP_2025_UPZ_1_2,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,2,,,VB,12,12,0,0,12,NA,0,0,2,14,,,,,,,,,,,,7,10,64,0,0,15,2,1,0,8,1,100,0,23,0,0,6,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39
RP_2025_UPZ_1_3,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,3,,,VD,26,1,5,20,0,NA,0,0,0,1,,,,,,,,,,,,30,2,20,0,0,21,3,5,3,46,16,100,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
RP_2025_UPZ_1_4,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,4,,,VB,6,6,0,0,6,NA,0,0,1,7,5,4.5,4,3.5,3,,,,,,,5,21,15,0,0,48,7,4,0,5,0,100,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
RP_2025_UPZ_1_5,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,1,5,,,VB,17,2,15,0,13,NA,3,0,1,3,,,,,,,,,,,,10,8,10,1,0,12,18,16,1,34,24,100,0,73,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
RP_2025_UPZ_2_1,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,2,1,,,FD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,17,16,0,0,11,51,0.1,0,5,5,100,0,63,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
RP_2025_UPZ_2_2,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,2,2,,,VB,36,14,18,4,18,NA,6,0,2,16,,,,,,,,,,,,25,10,22,0,0,14,7,7,0,40,15,100,0,36,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
RP_2025_UPZ_2_3,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,2,3,,,VB,10,0,3,7,5,NA,0,0,0,0,,,,,,,,,,,,7,7,37,0,24,8,8,1,8,7,0,100,0,17,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,57
RP_2025_UPZ_2_4,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,2,4,,,VB,3,0,3,0,1,NA,0,0,0,0,4,3.3,2.5,,,,,,,,,2,13,58,1,8,3,2,1,12,2,0,100,0,6,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39
RP_2025_UPZ_2_5,RP,42.71666,-124.467,6/24/25,2025,CB,UPZ,2,5,,,VB,8,3,5,0,12,NA,4,0,1,4,,,,,,,,,,,,7,10,3,0,0,60,10,7,0.1,10,3,100,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
CP_2025_AZ_1_1,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,1,1,,,FB,2,0,1,1,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,2,10,5,0,23,11,3,0,16,32,30,100,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,71
CP_2025_AZ_1_2,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,1,2,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,0,0,0,46,0,0,0,54,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
CP_2025_AZ_1_3,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,1,3,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,10,0,0,35,6,0,0,49,0,0,100,0,0,0,10,0,0,0,100,0,0,0,0,0,10,0,0,0,0,0,0,0,120
CP_2025_AZ_1_4,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,1,4,,,FB,6,0,6,0,1,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,10,14,20,0,48,0,4,7,0,7,-3,100,0,0,0,50,0,14,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,116
CP_2025_AZ_1_5,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,1,5,,,FB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,0,3,0.1,39,1,9,0,44,4,4,100,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59
CP_2025_AZ_2_1,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,2,1,,,VB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,2,4,0,50,5,6,16,16,1,1,100,0,0,0,0,0,4,0,100,0,0,0,0,0,0,15,0,0,0,0,0,0,119
CP_2025_AZ_2_2,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,2,2,,,VB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,0,1,0,13,5,8,0,73,0,0,100,0,0,0,0,0,1,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,89
CP_2025_AZ_2_3,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,2,3,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,4,13,12,40,13,4,4,8,2,2,100,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22
CP_2025_AZ_2_4,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,2,4,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,1,28,0,29,0,3,0,39,0,0,100,0,0,0,0,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,2,0,75
CP_2025_AZ_2_5,CP,42.0434,-124.2899,6/26/25,2025,SO,AZ,2,5,,,VB,0,0,0,0,0,NA,0,0,0,0,,,,,,NA,NA,NA,NA,NA,NA,0,11,16,0,66,4,0,0,3,0,0,100,0,0,0,15,0,25,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,98
CP_2025_UPZ_1_1,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,1,1,,,FD,9,9,0,0,1,NA,0,0,2,9,,,,,,,,,,,,7,2,72,0,0,10,8,1,0,7,0,100,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
CP_2025_UPZ_1_2,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,1,2,,,FD,11,2,1,8,5,NA,0,0,0,2,,,,,,,,,,,,10,1,10,0,23,27,34,4,0,1,-9,100,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,46
CP_2025_UPZ_1_3,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,1,3,,,VB,22,3,3,16,16,NA,10,0,0,3,,,,,,,,,,,,25,1,32,0,0,37,9,10,7,4,-21,100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CP_2025_UPZ_1_4,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,1,4,,,W,22,9,2,11,8,NA,0,0,2,11,,,,,,,,,,,,24,2,53,0,0,18,17,6,0,4,-20,100,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15
CP_2025_UPZ_1_5,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,1,5,,,VB,37,34,0,3,8,NA,0,0,1,35,,,,,,,,,,,,30,0,30,0,2,20,13,0,0,35,5,100,0,10,0,5,10,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,33
CP_2025_UPZ_2_1,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,2,1,,,FD,16,6,0,10,1,NA,0,0,1,7,,,,,,,,,,,,10,1,28,0,0,49,15,2,0,5,-5,100,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23
CP_2025_UPZ_2_2,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,2,2,,,W,21,2,1,18,3,NA,0,0,0,1,,,,,,,,,,,,32,0,6,0,0,50,6,2,0,36,4,100,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CP_2025_UPZ_2_3,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,2,3,,,W,28,14,4,10,15,NA,0,0,2,16,,,,,,,,,,,,27,0,12,0,0,54,12,0,2,20,-7,100,0,85,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,91
CP_2025_UPZ_2_4,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,2,4,,,W,1,0,1,0,0,NA,0,0,0,0,,,,,,,,,,,,1,6,43,0,0,43,6,2,0,0,-1,100,0,77,0,0,0,7,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,98
CP_2025_UPZ_2_5,CP,42.0434,-124.2899,6/26/25,2025,SO,UPZ,2,5,,,W,13,0,5,8,2,NA,0,0,0,0,,,,,,,,,,,,12,1,1,0,0,86,6,0,0,6,-6,100,0,63,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70
CP_2025_NPZ_1_1,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,1,1,,,VD,32,0,0,32,19,NA,0,0,0,0,,,,,,,,,,,,25,0,0,0,0,66,1,5,0,28,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CP_2025_NPZ_1_2,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,1,2,,,FD,46,1,3,42,20,NA,0,0,0,1,,,,,,,,,,,,50,0,3,0,0,36,3,2,0,56,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CP_2025_NPZ_1_3,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,1,3,,,CD,34,1,1,32,5,NA,0,0,0,1,,,,,,,,,,,,26,0,2,0,0,69,8,2,0,19,-7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CP_2025_NPZ_1_4,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,1,4,,,W,23,0,0,23,3,NA,0,0,0,0,,,,,,,,,,,,25,0,1,0,0,80,7,6,3,3,-22,100,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
CP_2025_NPZ_1_5,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,1,5,,,FD,43,5,5,33,34,NA,1,0,2,7,,,,,,,,,,,,45,0,4,0,0,8,21,5,0,62,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CP_2025_NPZ_2_1,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,2,1,,,VD,25,0,0,25,16,NA,0,0,0,0,,,,,,,,,,,,23,0,1,0.1,0,65,24,0,0,10,-13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CP_2025_NPZ_2_2,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,2,2,,,FD,34,0,0,34,26,NA,0,0,0,0,,,,,,,,,,,,38,0,0,0,0,50,5,1,4,40,2,100,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CP_2025_NPZ_2_3,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,2,3,,,CD,44,4,0,40,49,NA,0,0,0,4,,,,,,,,,,,,42,0,0,0,0,25,6,12,8,49,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CP_2025_NPZ_2_4,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,2,4,,,CD,38,0,0,38,8,NA,0,0,0,0,,,,,,,,,,,,30,0,0,0,0,26,2,1,4,67,37,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CP_2025_NPZ_2_5,CP,42.0434,-124.2899,6/26/25,2025,SO,NPZ,2,5,,,VD,26,0,1,19,17,NA,0,0,0,0,,,,,,,,,,,,29,0,0,0,0,38,2,0,0,60,31,100,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
CB_2025_AZ_1_1,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,1,1,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,4,3,0,0,3,2,5,8,75,75,100,0,0,0,5,60,5,0,15,0,0,0,0,0,2,0,5,0,0,0,0,0,92
CB_2025_AZ_1_2,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,1,2,,,VD,1,0,0,1,0,NA,0,0,0,0,,,,,,,,,,,,1,6,18,5,0,9,6,13,29,14,13,100,0,0,0,7,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
CB_2025_AZ_1_3,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,1,3,,,FD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,73,10,0,0,4,10,0,0,3,3,100,0,0,0,0,0,22,0,0.1,0,0,0,0,0,5,0,0,0,0,0,0,0,27.1
CB_2025_AZ_1_4,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,1,4,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,11,34,0,0.1,1,9,0,45,0,0,100,0,0,0,0,8,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,40
CB_2025_AZ_1_5,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,1,5,,,FD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,11,15,0,0,12,53,2,7,0,0,100,0,0,0,0,12,64,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,102
CB_2025_AZ_2_1,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,2,1,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,9,13,0.1,0,5,4,0,66,3,3,100,0,0,0,0,65,13,0,0,0,0,0,0,0,6,5,9,0,0,0,5,0,103
CB_2025_AZ_2_2,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,2,2,,,VD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,6,8,7,0,2,2,2,20,53,53,100,13,0,0,0,4,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,68
CB_2025_AZ_2_3,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,2,3,,,CD,2,0,2,0,0,NA,0,0,0,0,,,,,,,,,,,,0,26,59,0,0,0,0,3,10,2,2,100,0,0,0,0,1,19,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,35
CB_2025_AZ_2_4,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,2,4,,,CD,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,12,37,3,0,1,5,3,9,30,30,100,21,17,3,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,78
CB_2025_AZ_2_5,CB,42.83969,-124.5651,6/27/25,2025,CB,AZ,2,5,,,VB,0,0,0,0,0,NA,0,0,0,0,,,,,,,,,,,,0,12,12,1,0,0.1,9,2,8,56,56,100,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CB_2025_UPZ_1_1,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,1,1,,,VB,11,8,2,1,0,NA,0,0,3,11,,,,,,,,,,,,7,2,14,0,0,17,18,7,1,41,34,100,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
CB_2025_UPZ_1_2,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,1,2,,,VB,4,4,0,0,0,NA,0,0,17,21,,,,,,,,,,,,4,7,27,1,0,13,26,4,0,22,18,100,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,79
CB_2025_UPZ_1_3,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,1,3,,,VB,6,3,0,3,0,NA,0,0,6,9,,,,,,,,,,,,4,39,16,0,0,1,4,9,0.1,31,27,100,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50
CB_2025_UPZ_1_4,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,1,4,,,VB,12,5,0,7,0,NA,0,0,5,10,,,,,,,,,,,,14,3,7,0,0,10,1,4,68,7,-7,100,0,5,0,0,0,24,0,0,0,0,0,0,0,0,7,0,0,0,0,0,22,58
CB_2025_UPZ_1_5,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,1,5,,,VB,12,6,6,0,10,NA,0,0,2,8,,,,,,,,,,,,11,15,56,1,0,8,0,6,3,11,0,100,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,78
CB_2025_UPZ_2_1,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,2,1,,,VB,14,14,0,0,0,NA,0,0,5,19,,,,,,,,,,,,9,12,4,0.1,0,10,9,0.1,0.1,65,56,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18
CB_2025_UPZ_2_2,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,2,2,,,VB,21,20,0,1,1,NA,0,0,16,36,,,,,,,,,,,,8,0,1,0,0,20,11,4,0,64,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
CB_2025_UPZ_2_3,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,2,3,,,TP,15,5,0,10,3,NA,0,0,3,8,,,,,,,,,,,,19,0,5,0,0,18,65,5,0.1,7,-12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB_2025_UPZ_2_4,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,2,4,,,VB,32,28,0,4,4,NA,0,0,18,46,,,,,,,,,,,,12,0,0,0,0,20,5,2,0,73,61,100,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
CB_2025_UPZ_2_5,CB,42.83969,-124.5651,6/27/25,2025,CB,UPZ,2,5,,,VB,23,21,2,0,2,NA,0,0,5,28,,,,,,,,,,,,11,9,18,0,0,42,9,5,0,17,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB_2025_NPZ_1_1,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,1,1,,,CD,31,0,2,29,2,NA,0,0,0,0,,,,,,,,,,,,33,0,0,0,0,9,6,0,18,67,34,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB_2025_NPZ_1_2,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,1,2,,,CD,16,0,0,16,0,NA,0,0,0,0,,,,,,,,,,,,36,0,0,0,0,16,1,0,13,70,34,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15
CB_2025_NPZ_1_3,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,1,3,,,VD,25,3,4,18,0,NA,0,0,5,8,,,,,,,,,,,,34,0,0,0,0,20,5,10,4,61,27,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
CB_2025_NPZ_1_4,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,1,4,,,CD,16,0,0,16,0,NA,0,0,0,0,,,,,,,,,,,,14,0,0,0,0,9,6,9,68,8,-6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB_2025_NPZ_1_5,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,1,5,,,VB,6,3,0,3,2,NA,0,0,0,3,,,,,,,,,,,,6,0,0,0,0,23,8,0,0,69,63,100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18
CB_2025_NPZ_2_1,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,2,1,,,W,4,0,0,4,0,NA,0,0,0,0,,,,,,,,,,,,8,0,11,0,0,12,14,0,6,57,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
CB_2025_NPZ_2_2,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,2,2,,,CD,8,0,2,6,0,NA,0,0,0,0,,,,,,,,,,,,9,0,1,0,0,8,10,7,70,4,-5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB_2025_NPZ_2_3,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,2,3,,,CD,26,0,6,20,2,NA,0,0,0,0,,,,,,,,,,,,28,0,0,0,0,5,4,3,4,84,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38
CB_2025_NPZ_2_4,CB,42.83969,-124.5651,6/27/25,2025,CB,NPZ,2,4,,,CD,18,0,3,15,0,NA,0,1,0,0,,,,,,,,,,,,18,0,0,0,0,11,4,0,10,75,57,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
